Filename,Line Number,Chinese Comment,English Translation"src/index.ts",15,"// 导入所有工具函数和 schema","// Import all tool functions and schemas"
"src/models/taskModel.ts",373,"// 检查是否为选择性更新模式且该任务名称已存在","// Check if it is selective update mode and the task name already exists"
"src/models/taskModel.ts",376,"// 获取现有任务的ID","// Get the ID of the existing task"
"src/models/taskModel.ts",380,"// 查找现有任务","// Find existing task"
"src/models/taskModel.ts",386,"// 如果找到现有任务并且该任务未完成，则更新它","// If existing task is found and not completed, update it"
"src/models/taskModel.ts",395,"// 更新任务的基本信息，但保留原始ID、创建时间等","// Update basic task information, but preserve original ID, creation time, etc."
"src/models/taskModel.ts",402,"// 后面会处理 dependencies","// Dependencies will be processed later"
"src/models/taskModel.ts",405,"// 添加：保存实现指南（如果有）","// New: Save implementation guide (if any)"
"src/models/taskModel.ts",408,"// 添加：保存验证标准（如果有）","// New: Save verification criteria (if any)"
"src/models/taskModel.ts",411,"// 添加：保存全局分析结果（如果有）","// New: Save global analysis result (if any)"
"src/models/taskModel.ts",416,"// 处理相关文档（如果有）","// Process related files (if any)"
"src/models/taskModel.ts",422,"// 将更新后的任务添加到新任务列表","// Add updated task to new task list"
"src/models/taskModel.ts",426,"// 从tasksToKeep中移除此任务，因为它已经被更新并添加到newTasks中了","// Remove this task from tasksToKeep because it has been updated and added to newTasks"
"src/models/taskModel.ts",431,"// 创建新任务","// Create new task"
"src/models/taskModel.ts",436,"// 将新任务的名称和ID添加到映射中","// Add new task name and ID to mapping"
"src/models/taskModel.ts",462,"// 处理任务之间的依赖关系","// Handle dependencies between tasks"
"src/models/taskModel.ts",468,"// 如果存在依赖关系，处理它们","// If dependencies exist, process them"
"src/models/taskModel.ts",474,"// 首先尝试将依赖项解释为任务ID","// First try to interpret dependency as task ID"
"src/models/taskModel.ts",478,"// 如果依赖项看起来不像UUID，则尝试将其解释为任务名称","// If dependency does not look like UUID, try to interpret it as task name"
"src/models/taskModel.ts",485,"// 如果映射中存在此名称，则使用对应的ID","// If this name exists in mapping, use corresponding ID"
"src/models/taskModel.ts",490,"continue; // 跳过此依赖","continue; // Skip this dependency"
"src/models/taskModel.ts",494,"// 是UUID格式，但需要确认此ID是否对应实际存在的任务","// Is UUID format, but need to confirm if this ID corresponds to an actually existing task"
"src/models/taskModel.ts",500,"continue; // 跳过此依赖","continue; // Skip this dependency"
"src/models/taskModel.ts",512,"// 合并保留的任务和新任务","// Merge kept tasks and new tasks"
"src/models/taskModel.ts",516,"// 写入更新后的任务列表","// Write updated task list"
"src/models/taskModel.ts",523,"// 检查任务是否可以运行（所有依赖都已完成）","// Check if task can be executed (all dependencies completed)"
"src/models/taskModel.ts",535,"return { canExecute: false }; // 已完成的任务不需要再运行","return { canExecute: false }; // Completed tasks do not need to be executed again"
"src/models/taskModel.ts",540,"return { canExecute: true }; // 没有依赖的任务可以直接运行","return { canExecute: true }; // Tasks without dependencies can be executed directly"
"src/models/taskModel.ts",561,"// 删除任务","// Delete task"
"src/models/taskModel.ts",573,"// 检查任务状态，已完成的任务不允许删除","// Check task status, completed tasks cannot be deleted"
"src/models/taskModel.ts",579,"// 检查是否有其他任务依赖此任务","// Check if other tasks depend on this task"
"src/models/taskModel.ts",596,"// 运行删除操作","// Execute delete operation"
"src/models/taskModel.ts",604,"// 评估任务复杂度","// Assess task complexity"
"src/models/taskModel.ts",615,"// 评估各项指针","// Assess various indicators"
"src/models/taskModel.ts",622,"// 基于各项指针评估复杂度级别","// Assess complexity level based on various indicators"
"src/models/taskModel.ts",626,"// 描述长度评估","// Description length assessment"
"src/models/taskModel.ts",642,"// 依赖数量评估（取最高级别）","// Dependencies count assessment (take highest level)"
"src/models/taskModel.ts",661,"// 注记长度评估（取最高级别）","// Notes length assessment (take highest level)"
"src/models/taskModel.ts",678,"// 根据复杂度级别生成处理建议","// Generate processing suggestions based on complexity level"
"src/models/taskModel.ts",682,"// 低复杂度任务建议","// Low complexity task suggestions"
"src/models/taskModel.ts",688,"// 中等复杂度任务建议","// Medium complexity task suggestions"
"src/models/taskModel.ts",697,"// 高复杂度任务建议","// High complexity task suggestions"
"src/models/taskModel.ts",711,"// 极高复杂度任务建议","// Very high complexity task suggestions"
"src/models/taskModel.ts",748,"// 清除所有任务","// Clear all tasks"
"src/models/taskModel.ts",756,"// 确保数据目录存在","// Ensure data directory exists"
"src/models/taskModel.ts",760,"// 读取现有任务","// Read existing tasks"
"src/models/taskModel.ts",764,"// 如果没有任务，直接返回","// If no tasks, return directly"
"src/models/taskModel.ts",770,"// 筛选出已完成的任务","// Filter out completed tasks"
"src/models/taskModel.ts",776,"// 创建备份文档名","// Create backup file name"
"src/models/taskModel.ts",784,"// 确保 memory 目录存在","// Ensure memory directory exists"
"src/models/taskModel.ts",793,"// 创建 memory 目录下的备份路径","// Create backup path under memory directory"
"src/models/taskModel.ts",797,"// 同时写入到 memory 目录 (只包含已完成的任务)","// Also write to memory directory (only containing completed tasks)"
"src/models/taskModel.ts",804,"// 清空任务文档","// Clear task file"
"src/models/taskModel.ts",823,"// 使用系统指令搜索任务记忆","// Use system command to search task memory"
"src/models/taskModel.ts",839,"// 读取当前任务文件中的任务","// Read tasks from current task file"
"src/models/taskModel.ts",844,"// 搜索记忆文件夹中的任务","// Search tasks in memory folder"
"src/models/taskModel.ts",849,"// 确保记忆文件夹存在","// Ensure memory folder exists"
"src/models/taskModel.ts",853,"// 生成搜索命令","// Generate search command"
"src/models/taskModel.ts",857,"// 如果有搜索命令，运行它","// If there is a search command, execute it"
"src/models/taskModel.ts",866,"// 解析搜索结果，提取符合的文件路径","// Parse search results, extract matching file paths"
"src/models/taskModel.ts",872,"// 格式通常是: 文档路径:匹配内容","// Format is usually: file path:matching content"
"src/models/taskModel.ts",881,"// 限制读取文件数量","// Limit number of files to read"
"src/models/taskModel.ts",889,"// 只处理符合条件的文件","// Only process files that meet criteria"
"src/models/taskModel.ts",896,"// 格式化日期字段","// Format date fields"
"src/models/taskModel.ts",911,"// 进一步过滤任务确保符合条件","// Further filter tasks to ensure criteria are met"
"src/models/taskModel.ts",946,"// 从当前任务中过滤符合条件的任务","// Filter qualifying tasks from current tasks"
"src/models/taskModel.ts",950,"// 合并结果并去重","// Merge results and deduplicate"
"src/models/taskModel.ts",954,"// 当前任务优先","// Current tasks have priority"
"src/models/taskModel.ts",960,"// 加入记忆任务，避免重复","// Add memory tasks, avoiding duplicates"
"src/models/taskModel.ts",968,"// 合并后的结果","// Merged results"
"src/models/taskModel.ts",972,"// 排序 - 按照更新或完成时间降序排列","// Sort - by update or completion time in descending order"
"src/models/taskModel.ts",975,"// 优先按完成时间排序","// Sort by completion time first"
"src/models/taskModel.ts",980,"return -1; // a完成了但b未完成，a排前面","return -1; // a is completed but b is not, a comes first"
"src/models/taskModel.ts",983,"return 1; // b完成了但a未完成，b排前面","return 1; // b is completed but a is not, b comes first"
"src/models/taskModel.ts",987,"// 否则按更新时间排序","// Otherwise sort by update time"
"src/models/taskModel.ts",992,"// 分页处理","// Pagination processing"
"src/models/taskModel.ts",996,"const safePage = Math.max(1, Math.min(page, totalPages || 1)); // 确保页码有效","const safePage = Math.max(1, Math.min(page, totalPages || 1)); // Ensure page number is valid"
"src/models/taskModel.ts",1013,"// 根据平台生成适当的搜索命令","// Generate appropriate search command based on platform"
"src/models/taskModel.ts",1020,"// 安全地转义用户输入","// Safely escape user input"
"src/models/taskModel.ts",1025,"// 检测操作系统类型","// Detect operating system type"
"src/models/taskModel.ts",1030,"// Windows环境，使用findstr命令","// Windows environment, use findstr command"
"src/models/taskModel.ts",1033,"// ID搜索","// ID search"
"src/models/taskModel.ts",1037,"// 单一关键字","// Single keyword"
"src/models/taskModel.ts",1041,"// 多关键字搜索 - Windows中使用PowerShell","// Multi-keyword search - use PowerShell in Windows"
"src/models/taskModel.ts",1047,"// Unix/Linux/MacOS环境，使用grep命令","// Unix/Linux/MacOS environment, use grep command"
"src/models/taskModel.ts",1054,"// 多关键字用管道连接多个grep命令","// Multi-keyword using pipe to connect multiple grep commands"
"src/models/taskModel.ts",1077,"// 移除所有控制字符和特殊字符","// Remove all control characters and special characters"
"src/models/taskModel.ts",1081,".replace(/[&;`$""'<>|]/g, """"); // Shell 特殊字符",".replace(/[&;`$""'<>|]/g, """"); // Shell special characters"
"src/models/taskModel.ts",1085,"// 过滤当前任务列表","// Filter current task list"
"src/prompts/generators/analyzeTask.ts",60,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/clearAllTasks.ts",45,"// 处理未确认的情况","// Handle unconfirmed situations"
"src/prompts/generators/clearAllTasks.ts",54,"// 处理无任务需要清除的情况","// Handle situations where no tasks need to be cleared"
"src/prompts/generators/clearAllTasks.ts",63,"// 处理清除成功或失败的情况","// Handle success or failure situations for clearing"
"src/prompts/generators/clearAllTasks.ts",67,"// 使用模板生成 backupInfo","// Use template to generate backupInfo"
"src/prompts/generators/clearAllTasks.ts",85,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/completeTask.ts",39,"// 开始构建基本 prompt","// Start building the basic prompt"
"src/prompts/generators/completeTask.ts",47,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/deleteTask.ts",40,"// 处理任务不存在的情况","// Handle case when task does not exist"
"src/prompts/generators/deleteTask.ts",51,"// 处理任务已完成的情况","// Handle case when task is already completed"
"src/prompts/generators/deleteTask.ts",63,"// 处理删除成功或失败的情况","// Handle successful or failed deletion cases"
"src/prompts/generators/deleteTask.ts",72,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/executeTask.ts",185,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/getTaskDetail.ts",38,"// 如果有错误，显示错误消息","// If there is an error, display error message"
"src/prompts/generators/getTaskDetail.ts",49,"// 如果找不到任务，显示找不到任务的消息","// If task cannot be found, display task not found message"
"src/prompts/generators/getTaskDetail.ts",133,"// 开始构建基本 prompt","// Start building the basic prompt"
"src/prompts/generators/getTaskDetail.ts",150,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/initProjectRules.ts",14,"// 目前没有额外参数，未来可按需扩展","// Currently no additional parameters, can be expanded as needed in the future"
"src/prompts/generators/initProjectRules.ts",33,"// 加载可能的自定义 prompt (通过环境变量覆盖或追加)","// Load possible custom prompt (override or append via environment variables)"
"src/prompts/generators/listTasks.ts",38,"// 如果没有任务，显示通知","// If there are no tasks, show notification"
"src/prompts/generators/listTasks.ts",51,"// 获取所有状态的计数","// Get counts for all statuses"
"src/prompts/generators/listTasks.ts",78,"// 添加每个状态下的详细任务","// Add detailed tasks under each status"
"src/prompts/generators/listTasks.ts",115,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/planTask.ts",46,"// 如果存在任务，则添加相关信息","// If tasks exist, add related information"
"src/prompts/generators/planTask.ts",51,"// 处理已完成任务","// Process completed tasks"
"src/prompts/generators/planTask.ts",55,"// 最多显示10个已完成任务，避免提示词过长","// Show at most 10 completed tasks to avoid overly long prompts"
"src/prompts/generators/planTask.ts",63,"// 产生完成时间信息 (如果有)","// Generate completion time information (if available)"
"src/prompts/generators/planTask.ts",76,"// 如果不是最后一个任务，添加换行","// If not the last task, add line break"
"src/prompts/generators/planTask.ts",83,"// 如果有更多任务，显示提示","// If there are more tasks, show hint"
"src/prompts/generators/planTask.ts",92,"// 处理未完成任务","// Process unfinished tasks"
"src/prompts/generators/planTask.ts",113,"// 如果不是最后一个任务，添加换行","// If not the last task, add line break"
"src/prompts/generators/planTask.ts",145,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/queryTask.ts",78,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/reflectTask.ts",40,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/researchMode.ts",37,"// 处理之前的研究状态","// Process previous research state"
"src/prompts/generators/researchMode.ts",52,"// 加载主要模板","// Load main template"
"src/prompts/generators/researchMode.ts",64,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/splitTasks.ts",61,"// 查找依赖任务的名称，提供更友好的显示","// Find the name of the dependent task for more friendly display"
"src/prompts/generators/splitTasks.ts",90,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/updateTaskContent.ts",50,"// 处理任务不存在的情况","// Handle case when task doesn't exist"
"src/prompts/generators/updateTaskContent.ts",61,"// 处理验证错误的情况","// Handle validation error case"
"src/prompts/generators/updateTaskContent.ts",72,"// 处理空更新的情况","// Handle empty update case"
"src/prompts/generators/updateTaskContent.ts",81,"// 处理更新成功或失败的情况","// Handle successful or failed update case"
"src/prompts/generators/updateTaskContent.ts",86,"// 更新成功且有更新后的任务详情","// Successful update with updated task details"
"src/prompts/generators/updateTaskContent.ts",93,"// 编合相关文档信息","// Compile related file information"
"src/prompts/generators/updateTaskContent.ts",101,"// 按文档类型分组","// Group by file type"
"src/prompts/generators/updateTaskContent.ts",111,"// 为每种文档类型生成内容","// Generate content for each file type"
"src/prompts/generators/updateTaskContent.ts",123,"// 处理任务备注","// Process task notes"
"src/prompts/generators/updateTaskContent.ts",134,"// 生成成功更新的详细信息","// Generate detailed information for successful update"
"src/prompts/generators/updateTaskContent.ts",157,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/generators/verifyTask.ts",45,"// 简单的摘要提取：截取前 maxLength 个字符并添加省略号","// Simple summary extraction: truncate to first maxLength characters and add ellipsis"
"src/prompts/generators/verifyTask.ts",86,"// 加载可能的自定义 prompt","// Load possible custom prompt"
"src/prompts/index.ts",8,"// 导出内核工具","// Export core tools"
"src/prompts/index.ts",12,"// 当完成各个模块时，将在下方导出各个 prompt 生成器","// When each module is completed, the respective prompt generators will be exported below"
"src/prompts/index.ts",14,"// 例如：","// For example:"
"src/prompts/loader.ts",36,"// 转换为大写，作为环境变量的一部分","// Convert to uppercase as part of the environment variable"
"src/prompts/loader.ts",40,"// 检查是否有替换模式的环境变量","// Check if there is a replacement mode environment variable"
"src/prompts/loader.ts",44,"// 使用环境变量完全替换原始 prompt","// Use environment variable to completely replace original prompt"
"src/prompts/loader.ts",49,"// 检查是否有追加模式的环境变量","// Check if there is an append mode environment variable"
"src/prompts/loader.ts",53,"// 将环境变量内容追加到原始 prompt 后","// Append environment variable content to the original prompt"
"src/prompts/loader.ts",58,"// 如果没有自定义，则使用原始 prompt","// If no customization, use the original prompt"
"src/prompts/loader.ts",77,"// 使用简单的模板替换方法，将 {paramName} 替换为对应的参数值","// Use simple template replacement method to replace {paramName} with corresponding parameter values"
"src/prompts/loader.ts",82,"// 如果值为 undefined 或 null，使用空字符串替换","// If value is undefined or null, replace with empty string"
"src/prompts/loader.ts",87,"// 使用正则表达式替换所有匹配的占位符","// Use regular expression to replace all matching placeholders"
"src/prompts/loader.ts",114,"const checkedPaths: string[] = []; // 用于更详细的错误报告","// Used for more detailed error reporting"
"src/prompts/loader.ts",117,"// 1. 检查 DATA_DIR 中的自定义路径","// 1. Check custom paths in DATA_DIR"
"src/prompts/loader.ts",119,"// path.resolve 可以处理 templateSetName 是绝对路径的情况","// path.resolve can handle cases where templateSetName is an absolute path"
"src/prompts/loader.ts",127,"// 2. 如果未找到自定义路径，检查特定的内置模板目录","// 2. If custom path not found, check specific built-in template directory"
"src/prompts/loader.ts",130,"// 假设 templateSetName 对于内置模板是 'en', 'zh' 等","// Assume templateSetName for built-in templates is 'en', 'zh', etc."
"src/prompts/loader.ts",143,"// 3. 如果特定的内置模板也未找到，且不是 'en' (避免重复检查)","// 3. If specific built-in template is also not found and not 'en' (avoid duplicate checking)"
"src/prompts/loader.ts",157,"// 4. 如果所有路径都找不到模板，抛出错误","// 4. If template is not found in all paths, throw error"
"src/prompts/loader.ts",167,"// 5. 读取找到的文档","// 5. Read the found file"
"src/public/script.js",1,"// 全局变量","// Global variables"
"src/public/script.js",7,"let globalAnalysisResult = null; // 添加：保存全局分析结果","// New: Store global analysis result"
"src/public/script.js",10,"let width, height; // << 添加：将宽高定义为全局变量","// << New: Define width and height as global variables"
"src/public/script.js",12,"let isGraphInitialized = false; // << 添加：追踪图表是否已初始化","// << New: Track whether the chart has been initialized"
"src/public/script.js",14,"let zoom; // << 添加：保存缩放行为对象","// << New: Save zoom behavior object"
"src/public/script.js",17,"// 添加：i18n 全局变量","// New: i18n global variables"
"src/public/script.js",19,"let currentLang = ""en""; // 缺省语言","// Default language"
"src/public/script.js",21,"let translations = {}; // 保存加载的翻译","// Store loaded translations"
"src/public/script.js",24,"// DOM元素","// DOM elements"
"src/public/script.js",38,"); // 假设 HTML 中有这个元素","// Assuming this element exists in HTML"
"src/public/script.js",40,"const langSwitcher = document.getElementById(""lang-switcher""); // << 添加：获取切换器元素","// << New: Get switcher element"
"src/public/script.js",42,"const resetViewBtn = document.getElementById(""reset-view-btn""); // << 添加：获取重置按钮元素","// << New: Get reset button element"
"src/public/script.js",45,"// 初始化","// Initialization"
"src/public/script.js",48,"// fetchTasks(); // 将由 initI18n() 触发","// fetchTasks(); // Will be triggered by initI18n()"
"src/public/script.js",50,"initI18n(); // << 添加：初始化 i18n","// << New: Initialize i18n"
"src/public/script.js",54,"updateDimensions(); // << 添加：初始化时更新尺寸","// << New: Update dimensions during initialization"
"src/public/script.js",57,"// 事件监听器","// Event listeners"
"src/public/script.js",59,"// statusFilter.addEventListener(""change"", renderTasks); // 将由 changeLanguage 触发或在 applyTranslations 后触发","// statusFilter.addEventListener(""change"", renderTasks); // Will be triggered by changeLanguage or after applyTranslations"
"src/public/script.js",65,"// 添加：重置视图按钮事件监听","// New: Reset view button event listener"
"src/public/script.js",71,"// 添加：搜索和排序事件监听","// New: Search and sorting event listeners"
"src/public/script.js",90,"// 添加：设置 SSE 连接","// New: Setup SSE connection"
"src/public/script.js",94,"// 添加：语言切换器事件监听","// New: Language switcher event listener"
"src/public/script.js",102,"// 添加：窗口大小改变时更新尺寸","// New: Update dimensions when window size changes"
"src/public/script.js",114,"// 添加：i18n 内核函数","// New: i18n core functions"
"src/public/script.js",116,"// 1. 语言检测 (URL 参数 > navigator.language > 'en')","// 1. Language detection (URL parameters > navigator.language > 'en')"
"src/public/script.js",119,"// 1. 优先从 URL 参数读取","// 1. Read from URL parameters first"
"src/public/script.js",127,"// 2. 检查浏览器语言（移除 localStorage 检查）","// 2. Check browser language (removed localStorage check)"
"src/public/script.js",132,"if (browserLang.toLowerCase().startsWith(""zh"")) return ""zh-CN""; // 简体默认回退到中文","// Simplified Chinese fallback to Simplified Chinese"
"src/public/script.js",137,"// 3. 默认值","// 3. Default value"
"src/public/script.js",142,"// 2. 异步加载翻译文档","// 2. Asynchronously load translation files"
"src/public/script.js",168,"// 3. 翻译函数","// 3. Translation function"
"src/public/script.js",172,"// 简单的占位符替换（例如 {message}）","// Simple placeholder replacement (e.g., {message})"
"src/public/script.js",183,"// 4. 应用翻译到 DOM (处理 textContent, placeholder, title)","// 4. Apply translations to DOM (handle textContent, placeholder, title)"
"src/public/script.js",191,"// 优先处理特定属性","// Handle specific attributes first"
"src/public/script.js",199,"// 如果需要，也可以翻译 value，但通常不需要","// If needed, value can also be translated, but usually not necessary"
"src/public/script.js",202,"// 对于大多数元素，设置 textContent","// For most elements, set textContent"
"src/public/script.js",207,"// 手动更新没有 data-key 的元素（如果有的话）","// Manually update elements without data-key (if any)"
"src/public/script.js",209,"// 例如，如果 footer 时间格式需要本地化，可以在这里处理","// For example, if footer time format needs localization, it can be handled here"
"src/public/script.js",211,"// updateCurrentTime(); // 确保时间格式也可能更新（如果需要）","// updateCurrentTime(); // Ensure time format may also be updated (if needed)"
"src/public/script.js",215,"// 5. 初始化 i18n","// 5. Initialize i18n"
"src/public/script.js",220,"// << 添加：设置切换器的初始值 >>","// << New: Set initial value of the switcher >>"
"src/public/script.js",230,"// 添加：语言切换函数","// New: Language switching function"
"src/public/script.js",273,"// 可以添加用户反馈，例如显示错误消息","// User feedback can be added, such as displaying error messages"
"src/public/script.js",279,"// --- i18n 内核函数结束 ---","// --- i18n core functions end ---"
"src/public/script.js",282,"// 获取任务数据","// Fetch task data"
"src/public/script.js",286,"// 初始加载时显示 loading (现在使用翻译)","// Show loading during initial load (now uses translation)"
"src/public/script.js",303,"// 提取全局分析结果 (找第一个非空的)","// Extract global analysis result (find the first non-empty one)"
"src/public/script.js",309,"break; // 找到一个就够了","// Found one is enough"
"src/public/script.js",313,"// 只有当找到的结果与当前保存的不同时才更新","// Only update when the found result is different from the currently stored one"
"src/public/script.js",317,"renderGlobalAnalysisResult(); // 更新显示","// Update display"
"src/public/script.js",342,"// *** 移除 setTimeout 轮询 ***","// setTimeout(fetchTasks, 30000);"
"src/public/script.js",365,"// 添加：设置 Server-Sent Events 连接","// New: Setup Server-Sent Events connection"
"src/public/script.js",395,"// 添加：比较任务列表是否有变化的辅助函数 (最全面版)","// New: Helper function to compare whether the task list has changed (most comprehensive version)"
"src/public/script.js",516,"// 添加：显示临时错误消息的函数","// New: Function to display temporary error messages"
"src/public/script.js",528,"// 渲染任务列表 - *** 需要进一步优化以实现智能更新 ***","// Render task list - *** Needs further optimization to achieve smart updates ***"
"src/public/script.js",549,"// 保存筛选后的任务 ID 集合，用于图形渲染","// Store the filtered task ID set for graphic rendering"
"src/public/script.js",1227,"// 取消固定位置，让节点可以继续被力导引影响 (如果需要)","// d.fx = null;"
"src/public/script.js",1427,"// 可以选择性地将选中节点带到最前面","// selectedNode.raise();"
"src/public/script.js",1522,"// 函数：激活节点拖拽 (保持不变)","// ... drag ..."
"src/public/style.css",336,"/* 进度指示器样式 */","/* Progress indicator styles */"
"src/public/style.css",368,"background-color: #f1c40f; /* 与status-pending一致 */","/* Consistent with status-pending */"
"src/public/style.css",396,"/* 依赖关系图样式 */","/* Dependency graph styles */"
"src/public/style.css",399,"display: block; /* 避免底部多余空间 */","/* Avoid extra space at the bottom */"
"src/public/style.css",407,"/* 根据类型设置基础颜色 */","/* Set base colors according to type */"
"src/public/style.css",411,"fill: var(--primary-color); /* 当前选中任务 */","/* Currently selected task */"
"src/public/style.css",415,"fill: var(--danger-color); /* 前置依赖任务 */","/* Pre-dependency task */"
"src/public/style.css",419,"fill: var(--secondary-color); /* 后置依赖任务 */","/* Post-dependency task */"
"src/public/style.css",423,"fill: #7f8c8d; /* 未知任务 */","/* Unknown task */"
"src/public/style.css",427,"/* 根据状态调整节点透明度或边框 */","/* Adjust node opacity or border based on status */"
"src/public/style.css",433,"/* 可以添加特殊效果，如描边动画 */","/* Can add special effects, such as stroke animation */"
"src/public/style.css",440,"r: 14; /* 悬停时放大 */","/* Enlarge on hover */"
"src/public/style.css",449,"pointer-events: none; /* 避免文本干扰点击 */","/* Avoid text interfering with clicks */"
"src/public/style.css",453,"/* 添加：高亮节点样式 */","/* New: Highlight node styles */"
"src/public/style.css",456,"stroke: var(--accent-color) !important; /* 使用重要标志确保覆盖 */","/* Use important flag to ensure override */"
"src/public/style.css",482,"/* 过滤器区域样式 */","/* Filter area styles */"
"src/public/style.css",501,"flex-grow: 1; /* 让搜索框占据更多空间 */","/* Let the search box occupy more space */"
"src/public/style.css",506,"/* 添加：缩略图视口指示器样式 */","/* New: Minimap viewport indicator styles */"
"src/tools/index.ts",1,"// 导出所有任务工具","// Export all task tools"
"src/tools/index.ts",5,"// 导出所有项目工具","// Export all project tools"
"src/tools/index.ts",9,"// 导出所有思维链工具","// Export all thought chain tools"
"src/tools/index.ts",13,"// 导出所有研究工具","// Export all research tools"
"src/tools/project/index.ts",1,"// 导出所有项目工具","// Export all project tools"
"src/tools/project/initProjectRules.ts",4,"// 定义schema","// Define schema"
"src/tools/project/initProjectRules.ts",16,"// 从生成器获取提示词","// Get prompt from generator"
"src/tools/project/initProjectRules.ts",20,"// 返回成功响应","// Return success response"
"src/tools/project/initProjectRules.ts",31,"// 错误处理","// Error handling"
"src/tools/research/index.ts",1,"// 导出研究模式工具","// Export research mode tools"
"src/tools/research/researchMode.ts",7,"// 研究模式工具","// Research mode tool"
"src/tools/research/researchMode.ts",46,"// 获取基础目录路径","// Get base directory path"
"src/tools/research/researchMode.ts",53,"// 使用prompt生成器获取最终prompt","// Use prompt generator to get final prompt"
"src/tools/task/analyzeTask.ts",4,"// 分析问题工具","// Task analysis tool"
"src/tools/task/analyzeTask.ts",40,"// 使用prompt生成器获取最终prompt","// Use prompt generator to get the final prompt"
"src/tools/task/clearAllTasks.ts",8,"// 清除所有任务工具","// Clear all tasks tool"
"src/tools/task/clearAllTasks.ts",25,"// 安全检查：如果没有确认，则拒绝操作","// Safety check: refuse operation if not confirmed"
"src/tools/task/clearAllTasks.ts",38,"// 检查是否真的有任务需要清除","// Check if there are actually tasks that need to be cleared"
"src/tools/task/clearAllTasks.ts",52,"// 运行清除操作","// Execute clear operation"
"src/tools/task/deleteTask.ts",10,"// 删除任务工具","// Delete task tool"
"src/tools/task/executeTask.ts",13,"// 运行任务工具","// Execute task tool"
"src/tools/task/executeTask.ts",30,"// 检查任务是否存在","// Check if task exists"
"src/tools/task/executeTask.ts",45,"// 检查任务是否可以运行（依赖任务都已完成）","// Check if task can be executed (all dependency tasks are completed)"
"src/tools/task/executeTask.ts",67,"// 如果任务已经标记为「进行中」，提示用户","// If task is already marked as ""in progress"", prompt user"
"src/tools/task/executeTask.ts",81,"// 如果任务已经标记为「已完成」，提示用户","// If task is already marked as ""completed"", prompt user"
